"filename","chromosome","start_pos","end_pos","tree"
"Chr5_RagTag.12200001-12400000.min4.phy.treefile","Chr5",12200001,12400000,"((Crnoc59478:0.1312397057,((Cratr320360:0.0969748830,(Cstr9577:0.0640782651,Ceery21146:0.0615327940)100:0.0112343443)98:0.0042337983,Ccgol2213:0.0963791579)100:0.0176481910)100:0.0416951552,Cvar27099:0.3677647628,Cuund34614:0.1505999008);"
"Chr5_RagTag.12400001-12600000.min4.phy.treefile","Chr5",12400001,12600000,"((Crnoc59478:0.1228787755,(Cratr320360:0.0848367199,((Cstr9577:0.0659180759,Ceery21146:0.0652371910)99:0.0057350320,Ccgol2213:0.0762824664)73:0.0034860578)100:0.0262268175)100:0.0346766597,Cvar27099:0.3464357830,Cuund34614:0.1348401605);"
"Chr5_RagTag.12600001-12800000.min4.phy.treefile","Chr5",12600001,12800000,"((Crnoc59478:0.1297283993,(Cratr320360:0.0809307440,((Cstr9577:0.0571338251,Ceery21146:0.0590428688)100:0.0055302298,Ccgol2213:0.0730840220)67:0.0030201033)100:0.0275822353)100:0.0343965652,Cvar27099:0.3172403090,Cuund34614:0.1251088462);"
"Chr5_RagTag.12800001-13000000.min4.phy.treefile","Chr5",12800001,1.3e+07,"((Crnoc59478:0.1173331175,((Cratr320360:0.0795895073,(Cstr9577:0.0607235522,Ceery21146:0.0649828664)71:0.0025956745)100:0.0060614747,Ccgol2213:0.0775893700)100:0.0244583168)100:0.0336088081,Cvar27099:0.3170231972,Cuund34614:0.1304132445);"
"Chr5_RagTag.13000001-13200000.min4.phy.treefile","Chr5",13000001,13200000,"((Crnoc59478:0.1133471187,((Cratr320360:0.0878647035,(Cstr9577:0.0624114713,Ceery21146:0.0679811956)98:0.0058979632)93:0.0051835242,Ccgol2213:0.0846782039)100:0.0228407849)100:0.0346885053,Cvar27099:0.3011256879,Cuund34614:0.1328353702);"
"Chr5_RagTag.13200001-13400000.min4.phy.treefile","Chr5",13200001,13400000,"((Crnoc59478:0.1284046101,(Cratr320360:0.0824567550,((Cstr9577:0.0618438490,Ceery21146:0.0641949265)91:0.0032783393,Ccgol2213:0.0807880419)68:0.0033376105)100:0.0289524784)100:0.0285534749,Cvar27099:0.3517529816,Cuund34614:0.1304494972);"
"Chr5_RagTag.13400001-13600000.min4.phy.treefile","Chr5",13400001,13600000,"((Crnoc59478:0.1212906228,((Cratr320360:0.0923020255,(Cstr9577:0.0655352976,Ceery21146:0.0739720811)99:0.0051367661)100:0.0064929018,Ccgol2213:0.0834626731)100:0.0217441177)100:0.0344338819,Cvar27099:0.3238757008,Cuund34614:0.1353105039);"
"Chr5_RagTag.13600001-13800000.min4.phy.treefile","Chr5",13600001,13800000,"((Crnoc59478:0.1256533315,(Cratr320360:0.0827842879,((Cstr9577:0.0617475796,Ceery21146:0.0611752271)81:0.0031943555,Ccgol2213:0.0785822998)65:0.0046526982)100:0.0256716701)100:0.0297089887,Cvar27099:0.3438297426,Cuund34614:0.1428450596);"
"Chr5_RagTag.13800001-14000000.min4.phy.treefile","Chr5",13800001,1.4e+07,"((Crnoc59478:0.1223045460,(((Cratr320360:0.0760904155,Cstr9577:0.0556356149)54:0.0016782472,Ccgol2213:0.0631936975)70:0.0017148333,Ceery21146:0.0631065630)100:0.0279572816)100:0.0350522403,Cvar27099:0.3149326545,Cuund34614:0.1428377264);"
"Chr5_RagTag.14000001-14200000.min4.phy.treefile","Chr5",14000001,14200000,"((Crnoc59478:0.1320501823,(Cratr320360:0.0705570842,((Cstr9577:0.0545071404,Ceery21146:0.0558142948)97:0.0031304012,Ccgol2213:0.0701026844)55:0.0008181695)100:0.0358741145)100:0.0325299477,Cvar27099:0.3738998248,Cuund34614:0.1508792217);"
"Chr5_RagTag.14200001-14400000.min4.phy.treefile","Chr5",14200001,14400000,"((Crnoc59478:0.1235826779,((Cratr320360:0.0787825632,(Cstr9577:0.0671566034,Ceery21146:0.0659080883)90:0.0034728000)96:0.0032229690,Ccgol2213:0.0779517595)100:0.0214254417)100:0.0329554885,Cvar27099:0.3639636107,Cuund34614:0.1411788369);"
"Chr5_RagTag.14400001-14600000.min4.phy.treefile","Chr5",14400001,14600000,"((Crnoc59478:0.1154681748,(((Cratr320360:0.0780482662,Cstr9577:0.0618985487)91:0.0039292743,Ccgol2213:0.0700641222)45:0.0011181965,Ceery21146:0.0681055287)100:0.0292981097)100:0.0334150357,Cvar27099:0.3323151773,Cuund34614:0.1502893461);"
"Chr5_RagTag.14600001-14800000.min4.phy.treefile","Chr5",14600001,14800000,"((Crnoc59478:0.1197139079,((Cratr320360:0.0834001656,(Cstr9577:0.0698140922,Ceery21146:0.0675681923)75:0.0060008108)100:0.0074310751,Ccgol2213:0.0821326960)100:0.0159948191)100:0.0290114921,Cvar27099:0.3470827427,Cuund34614:0.1247147976);"
"Chr5_RagTag.14800001-15000000.min4.phy.treefile","Chr5",14800001,1.5e+07,"((Crnoc59478:0.1181287889,((Cratr320360:0.0891204586,(Cstr9577:0.0632272403,Ceery21146:0.0691979038)98:0.0054821925)99:0.0072000696,Ccgol2213:0.0875832152)100:0.0174214968)100:0.0398648577,Cvar27099:0.3070739112,Cuund34614:0.1324853209);"
"Chr5_RagTag.15000001-15200000.min4.phy.treefile","Chr5",15000001,15200000,"((Crnoc59478:0.1192740481,(((Cratr320360:0.0864935889,Cstr9577:0.0643928413)73:0.0068929359,Ceery21146:0.0759188755)98:0.0081365037,Ccgol2213:0.0917530591)100:0.0220728003)100:0.0184696606,Cvar27099:0.3313953181,Cuund34614:0.1258988541);"
"Chr5_RagTag.15200001-15400000.min4.phy.treefile","Chr5",15200001,15400000,"((Crnoc59478:0.1268707843,((Cratr320360:0.0875193231,(Cstr9577:0.0656770792,Ceery21146:0.0683985953)99:0.0065828485)54:0.0048941679,Ccgol2213:0.0819845569)100:0.0210760225)100:0.0287101797,Cvar27099:0.3239677753,Cuund34614:0.1263173085);"
"Chr5_RagTag.15400001-15600000.min4.phy.treefile","Chr5",15400001,15600000,"((Crnoc59478:0.1210695629,(Cratr320360:0.0911845121,((Cstr9577:0.0618788278,Ceery21146:0.0632109194)100:0.0063159821,Ccgol2213:0.0820298809)100:0.0069321692)100:0.0210830062)100:0.0371576032,Cvar27099:0.3414071061,Cuund34614:0.1433116808);"
"Chr5_RagTag.15600001-15800000.min4.phy.treefile","Chr5",15600001,15800000,"((Crnoc59478:0.1283145104,((Cratr320360:0.0824097379,(Cstr9577:0.0596443708,Ceery21146:0.0613974465)84:0.0024792447)84:0.0035811428,Ccgol2213:0.0736519790)100:0.0265625184)100:0.0364805694,Cvar27099:0.3578181789,Cuund34614:0.1450307081);"
"Chr5_RagTag.15800001-16000000.min4.phy.treefile","Chr5",15800001,1.6e+07,"((Crnoc59478:0.1138235107,((Cratr320360:0.0828646363,(Cstr9577:0.0622806268,Ceery21146:0.0652664279)100:0.0048299495)100:0.0039960188,Ccgol2213:0.0771235048)100:0.0212824473)100:0.0440153743,Cvar27099:0.3639994550,Cuund34614:0.1521085281);"
"Chr5_RagTag.16000001-16200000.min4.phy.treefile","Chr5",16000001,16200000,"((Crnoc59478:0.1287524588,(Cratr320360:0.0874910243,((Cstr9577:0.0564133660,Ceery21146:0.0707093076)35:0.0014774460,Ccgol2213:0.0670915025)51:0.0015911595)100:0.0230350241)100:0.0553820736,Cvar27099:0.3628013374,Cuund34614:0.1594168483);"
"Chr5_RagTag.16200001-16400000.min4.phy.treefile","Chr5",16200001,16400000,"((Crnoc59478:0.1321190225,((Cratr320360:0.0834652333,(Cstr9577:0.0595223193,Ceery21146:0.0691964818)60:0.0023571959)99:0.0038709414,Ccgol2213:0.0784112698)100:0.0283107530)100:0.0412522113,Cvar27099:0.3317416271,Cuund34614:0.1522715632);"
"Chr5_RagTag.16400001-16600000.min4.phy.treefile","Chr5",16400001,16600000,"((Crnoc59478:0.1516335334,(((Cratr320360:0.0840433827,Cstr9577:0.0603888294)63:0.0018511691,Ceery21146:0.0598712468)95:0.0020607350,Ccgol2213:0.0735736961)100:0.0432051978)100:0.0398975130,Cvar27099:0.3421911810,Cuund34614:0.1554517039);"
"Chr5_RagTag.16600001-16800000.min4.phy.treefile","Chr5",16600001,16800000,"((Crnoc59478:0.1294155954,(Cratr320360:0.0923191159,((Cstr9577:0.0583139118,Ceery21146:0.0614325194)100:0.0092103602,Ccgol2213:0.0863044071)91:0.0043800317)100:0.0277615022)100:0.0407637072,Cvar27099:0.3793935267,Cuund34614:0.1619544429);"
"Chr5_RagTag.16800001-17000000.min4.phy.treefile","Chr5",16800001,1.7e+07,"((Crnoc59478:0.1487317295,(Cratr320360:0.0890579886,((Cstr9577:0.0600803863,Ceery21146:0.0653793468)100:0.0058606304,Ccgol2213:0.0791826110)70:0.0039086252)100:0.0306788803)100:0.0430845718,Cvar27099:0.3573614866,Cuund34614:0.1486817745);"
"Chr5_RagTag.17000001-17200000.min4.phy.treefile","Chr5",17000001,17200000,"((Crnoc59478:0.1342050784,(Cratr320360:0.0830860190,((Cstr9577:0.0577781829,Ceery21146:0.0647718378)100:0.0050117451,Ccgol2213:0.0728740612)98:0.0027297917)100:0.0261854243)100:0.0436692357,Cvar27099:0.3477954138,Cuund34614:0.1568921275);"
"Chr5_RagTag.17200001-17400000.min4.phy.treefile","Chr5",17200001,17400000,"((Crnoc59478:0.1182443063,(Cratr320360:0.0761741097,((Cstr9577:0.0583766321,Ceery21146:0.0613688089)93:0.0052242073,Ccgol2213:0.0760196905)88:0.0044867949)100:0.0211196715)100:0.0399077629,Cvar27099:0.3471745814,Cuund34614:0.1519489685);"
"Chr5_RagTag.17400001-17600000.min4.phy.treefile","Chr5",17400001,17600000,"((Crnoc59478:0.1267242948,((Cratr320360:0.0812713146,(Cstr9577:0.0506156546,Ceery21146:0.0632826831)100:0.0062513230)99:0.0044783758,Ccgol2213:0.0790502243)100:0.0151674086)100:0.0487357286,Cvar27099:0.3310617571,Cuund34614:0.1385811803);"
"Chr5_RagTag.17600001-17800000.min4.phy.treefile","Chr5",17600001,17800000,"((Crnoc59478:0.1097751795,((Cratr320360:0.0862131633,(Cstr9577:0.0549925158,Ceery21146:0.0594349127)100:0.0067472768)100:0.0059776440,Ccgol2213:0.0806338527)100:0.0143997036)100:0.0508640332,Cvar27099:0.3458232767,Cuund34614:0.1385123287);"
"Chr5_RagTag.17800001-18000000.min4.phy.treefile","Chr5",17800001,1.8e+07,"((Crnoc59478:0.1233657325,(Cratr320360:0.0800096500,((Cstr9577:0.0616768290,Ceery21146:0.0635723820)100:0.0068867185,Ccgol2213:0.0723231556)69:0.0042322341)100:0.0244338450)100:0.0402672247,Cvar27099:0.3164009747,Cuund34614:0.1357155818);"
"Chr5_RagTag.18000001-18200000.min4.phy.treefile","Chr5",18000001,18200000,"((Crnoc59478:0.1154967493,((Cratr320360:0.0866110006,(Cstr9577:0.0608555096,Ceery21146:0.0709200894)82:0.0055372407)76:0.0035530825,Ccgol2213:0.0823226957)100:0.0149778501)100:0.0388277744,Cvar27099:0.3220843842,Cuund34614:0.1317481669);"
"Chr5_RagTag.18200001-18400000.min4.phy.treefile","Chr5",18200001,18400000,"((Crnoc59478:0.1193637846,(Cratr320360:0.0864171884,((Cstr9577:0.0621566632,Ceery21146:0.0705619734)64:0.0023750273,Ccgol2213:0.0712343868)100:0.0069466538)100:0.0233649041)100:0.0285969944,Cvar27099:0.3154641969,Cuund34614:0.1237565998);"
"Chr5_RagTag.18400001-18600000.min4.phy.treefile","Chr5",18400001,18600000,"((Crnoc59478:0.1270300103,((Cratr320360:0.0935466780,(Cstr9577:0.0666401629,Ceery21146:0.0721428691)93:0.0073375541)93:0.0055508005,Ccgol2213:0.0866788900)100:0.0248652511)100:0.0303959160,Cvar27099:0.3268670616,Cuund34614:0.1338868152);"
"Chr5_RagTag.18600001-18800000.min4.phy.treefile","Chr5",18600001,18800000,"((Crnoc59478:0.1320906497,(((Cratr320360:0.0892886116,Cstr9577:0.0730775695)91:0.0121162532,Ceery21146:0.0836466565)100:0.0098077814,Ccgol2213:0.0968667982)100:0.0150027113)54:0.0040819559,Cvar27099:0.4672566215,Cuund34614:0.0843515056);"
"Chr5_RagTag.18800001-19000000.min4.phy.treefile","Chr5",18800001,1.9e+07,"((Crnoc59478:0.1293460687,(((Cratr320360:0.0740335488,Cstr9577:0.0632148521)98:0.0126195477,Ceery21146:0.0774115832)100:0.0115496234,Ccgol2213:0.0969208065)100:0.0199546582)78:0.0061942103,Cvar27099:0.5334611753,Cuund34614:0.0812493029);"
"Chr5_RagTag.19000001-19200000.min4.phy.treefile","Chr5",19000001,19200000,"((Crnoc59478:0.1266895383,Cuund34614:0.0862544870)71:0.0021640511,Cvar27099:0.5271437645,(((Cratr320360:0.0792980303,Cstr9577:0.0659880719)100:0.0147982861,Ceery21146:0.0807683761)96:0.0079602751,Ccgol2213:0.0953310480)100:0.0142758671);"
"Chr5_RagTag.19200001-19400000.min4.phy.treefile","Chr5",19200001,19400000,"((Crnoc59478:0.1205038114,(((Cratr320360:0.0755295137,Cstr9577:0.0672161361)100:0.0135721352,Ceery21146:0.0763482587)100:0.0088519022,Ccgol2213:0.0888188970)100:0.0159552890)73:0.0021977475,Cvar27099:0.5712817015,Cuund34614:0.0832459825);"
"Chr5_RagTag.19400001-19600000.min4.phy.treefile","Chr5",19400001,19600000,"((Crnoc59478:0.1234387655,(((Cratr320360:0.0769749032,Cstr9577:0.0600884798)53:0.0063564596,Ceery21146:0.0698082870)36:0.0026424897,Ccgol2213:0.0732864478)100:0.0305199739)100:0.0348449341,Cvar27099:0.3626664227,Cuund34614:0.1391414753);"
"Chr5_RagTag.19600001-19800000.min4.phy.treefile","Chr5",19600001,19800000,"((Crnoc59478:0.1182582035,(Cratr320360:0.0845991005,((Cstr9577:0.0643084315,Ceery21146:0.0639855138)93:0.0052903507,Ccgol2213:0.0828852675)96:0.0049026407)100:0.0241729808)100:0.0259792505,Cvar27099:0.3562681241,Cuund34614:0.1417342134);"
"Chr5_RagTag.19800001-20000000.min4.phy.treefile","Chr5",19800001,2e+07,"((Crnoc59478:0.1244418804,((Cratr320360:0.0853161885,(Cstr9577:0.0620957625,Ceery21146:0.0689803783)100:0.0080243773)99:0.0071591537,Ccgol2213:0.0860446829)100:0.0179753744)100:0.0485149207,Cvar27099:0.3284407164,Cuund34614:0.1627944545);"
"Chr5_RagTag.20000001-20200000.min4.phy.treefile","Chr5",20000001,20200000,"((Crnoc59478:0.1301519499,((Cratr320360:0.0905126432,(Cstr9577:0.0575044160,Ceery21146:0.0622496271)100:0.0086359373)61:0.0056002421,Ccgol2213:0.0835687940)100:0.0255818359)100:0.0365925234,Cvar27099:0.3738958587,Cuund34614:0.1420232882);"
"Chr5_RagTag.20200001-20400000.min4.phy.treefile","Chr5",20200001,20400000,"((Crnoc59478:0.1231610601,(((Cratr320360:0.0770354210,Cstr9577:0.0603977274)61:0.0058020471,Ceery21146:0.0691702477)91:0.0020589025,Ccgol2213:0.0765385662)100:0.0271369134)100:0.0469936352,Cvar27099:0.3597362980,Cuund34614:0.1429978890);"
"Chr5_RagTag.20400001-20600000.min4.phy.treefile","Chr5",20400001,20600000,"((Crnoc59478:0.1171934003,(((Cratr320360:0.0584130929,Cstr9577:0.0476131259)100:0.0231006931,Ceery21146:0.0748275108)76:0.0030125348,Ccgol2213:0.0817805310)100:0.0153469990)100:0.0456117421,Cvar27099:0.3677591748,Cuund34614:0.1428310917);"
"Chr5_RagTag.20600001-20800000.min4.phy.treefile","Chr5",20600001,20800000,"((Crnoc59478:0.1254816603,((Cratr320360:0.0887491213,(Cstr9577:0.0647284683,Ceery21146:0.0566743234)69:0.0040280691)88:0.0042320582,Ccgol2213:0.0740687301)100:0.0244712720)100:0.0477834212,Cvar27099:0.3250896130,Cuund34614:0.1458277479);"
"Chr5_RagTag.20800001-21000000.min4.phy.treefile","Chr5",20800001,2.1e+07,"((Crnoc59478:0.1169185147,((Cratr320360:0.0921147498,(Cstr9577:0.0585065377,Ceery21146:0.0692632180)100:0.0095571257)62:0.0024686868,Ccgol2213:0.0772999205)100:0.0217492609)100:0.0384975647,Cvar27099:0.3271350512,Cuund34614:0.1303268440);"
"Chr5_RagTag.21000001-21200000.min4.phy.treefile","Chr5",21000001,21200000,"((Crnoc59478:0.1080844693,(((Cratr320360:0.0838343445,Cstr9577:0.0693692089)53:0.0030968377,Ceery21146:0.0772206802)73:0.0027339297,Ccgol2213:0.0846817632)100:0.0166573149)100:0.0341321165,Cvar27099:0.3349004224,Cuund34614:0.1356977400);"
"Chr5_RagTag.21200001-21400000.min4.phy.treefile","Chr5",21200001,21400000,"((Crnoc59478:0.1228607841,(((Cratr320360:0.0750679543,Cstr9577:0.0614992659)100:0.0042769903,Ceery21146:0.0673980467)80:0.0021099277,Ccgol2213:0.0775615002)100:0.0243807758)100:0.0359649689,Cvar27099:0.3764108390,Cuund34614:0.1463638098);"
"Chr5_RagTag.21400001-21600000.min4.phy.treefile","Chr5",21400001,21600000,"((Crnoc59478:0.1205440559,((Cratr320360:0.0775083751,(Cstr9577:0.0597260286,Ceery21146:0.0632720313)97:0.0022324824)55:0.0021651133,Ccgol2213:0.0706814108)100:0.0266197101)100:0.0465808223,Cvar27099:0.3173971828,Cuund34614:0.1534974809);"
"Chr5_RagTag.21600001-21800000.min4.phy.treefile","Chr5",21600001,21800000,"((Crnoc59478:0.1097264417,((Cratr320360:0.0792489415,(Cstr9577:0.0523904568,Ceery21146:0.0568015787)100:0.0055344461)100:0.0039403459,Ccgol2213:0.0723043252)100:0.0193073147)100:0.0452451927,Cvar27099:0.3413506716,Cuund34614:0.1503571909);"
"Chr5_RagTag.21800001-22000000.min4.phy.treefile","Chr5",21800001,2.2e+07,"((Crnoc59478:0.1076455398,(Cratr320360:0.0824393076,((Cstr9577:0.0627831173,Ceery21146:0.0617685927)100:0.0065891331,Ccgol2213:0.0722194486)54:0.0016272886)100:0.0201611958)100:0.0460676384,Cvar27099:0.3300300055,Cuund34614:0.1423693542);"
"Chr5_RagTag.22000001-22200000.min4.phy.treefile","Chr5",22000001,22200000,"((Crnoc59478:0.1079888015,((Cratr320360:0.0851038547,(Cstr9577:0.0577707605,Ceery21146:0.0658460890)100:0.0064968606)92:0.0064252295,Ccgol2213:0.0803276830)100:0.0124666339)100:0.0393734311,Cvar27099:0.3374908493,Cuund34614:0.1323644032);"
"Chr5_RagTag.22200001-22400000.min4.phy.treefile","Chr5",22200001,22400000,"((Crnoc59478:0.1133825459,((Cratr320360:0.0854592996,(Cstr9577:0.0580071107,Ceery21146:0.0635793439)100:0.0063410198)94:0.0047293871,Ccgol2213:0.0849962413)100:0.0181242630)100:0.0466338513,Cvar27099:0.3694071084,Cuund34614:0.1516984360);"
"Chr5_RagTag.22400001-22600000.min4.phy.treefile","Chr5",22400001,22600000,"((Crnoc59478:0.1159157251,(Cratr320360:0.0812436574,((Cstr9577:0.0556847083,Ceery21146:0.0616455191)100:0.0077789263,Ccgol2213:0.0710265176)94:0.0022322477)100:0.0181129576)100:0.0418025040,Cvar27099:0.3803173008,Cuund34614:0.1425707734);"
"Chr5_RagTag.22600001-22800000.min4.phy.treefile","Chr5",22600001,22800000,"((Crnoc59478:0.1144540398,(Cratr320360:0.0869000702,((Cstr9577:0.0552663258,Ceery21146:0.0533924496)100:0.0053116082,Ccgol2213:0.0736556353)90:0.0054771703)100:0.0204475006)100:0.0452197348,Cvar27099:0.3835906268,Cuund34614:0.1305936983);"
"Chr5_RagTag.22800001-23000000.min4.phy.treefile","Chr5",22800001,2.3e+07,"((Crnoc59478:0.1182878933,((Cratr320360:0.0827893033,(Cstr9577:0.0621415869,Ceery21146:0.0646552986)96:0.0032912479)55:0.0032569354,Ccgol2213:0.0714781336)100:0.0237654795)100:0.0269042131,Cvar27099:0.3403375227,Cuund34614:0.1227791093);"
"Chr5_RagTag.23000001-23200000.min4.phy.treefile","Chr5",23000001,23200000,"((Crnoc59478:0.1154040733,((Cratr320360:0.0863947876,(Cstr9577:0.0556532348,Ceery21146:0.0724600799)100:0.0085706044)96:0.0051651783,Ccgol2213:0.0830943859)100:0.0234249398)100:0.0331176948,Cvar27099:0.3036127156,Cuund34614:0.1387024155);"
"Chr5_RagTag.23200001-23400000.min4.phy.treefile","Chr5",23200001,23400000,"((Crnoc59478:0.1203921129,(Cratr320360:0.0745117580,((Cstr9577:0.0515108213,Ceery21146:0.0596030246)99:0.0029634261,Ccgol2213:0.0676353974)98:0.0034995452)100:0.0214756491)100:0.0470984311,Cvar27099:0.3174903203,Cuund34614:0.1424951612);"
"Chr5_RagTag.23400001-23600000.min4.phy.treefile","Chr5",23400001,23600000,"((Crnoc59478:0.1241260494,((Cratr320360:0.0751534058,(Cstr9577:0.0527826928,Ceery21146:0.0584537013)86:0.0033342141)85:0.0018530959,Ccgol2213:0.0675627012)100:0.0331187045)100:0.0491439278,Cvar27099:0.3244249540,Cuund34614:0.1453627549);"
"Chr5_RagTag.23600001-23800000.min4.phy.treefile","Chr5",23600001,23800000,"((Crnoc59478:0.1187944487,((Cratr320360:0.0888853888,(Cstr9577:0.0673770844,Ceery21146:0.0695954621)92:0.0061456313)96:0.0043882669,Ccgol2213:0.0796862165)100:0.0226263128)100:0.0368307841,Cvar27099:0.3159386084,Cuund34614:0.1316816204);"
"Chr5_RagTag.23800001-24000000.min4.phy.treefile","Chr5",23800001,2.4e+07,"((Crnoc59478:0.1123793585,((Cratr320360:0.0835878446,(Cstr9577:0.0594192406,Ceery21146:0.0667464410)98:0.0055297910)100:0.0068851711,Ccgol2213:0.0768932613)100:0.0148108879)100:0.0392859173,Cvar27099:0.3429080864,Cuund34614:0.1224283620);"
"Chr5_RagTag.24000001-24200000.min4.phy.treefile","Chr5",24000001,24200000,"((Crnoc59478:0.1088959345,(((Cratr320360:0.0780498634,Cstr9577:0.0650860904)69:0.0073221746,Ceery21146:0.0726725918)97:0.0060712355,Ccgol2213:0.0821808749)100:0.0222699091)100:0.0326060509,Cvar27099:0.3438787071,Cuund34614:0.1204605030);"
"Chr5_RagTag.24200001-24400000.min4.phy.treefile","Chr5",24200001,24400000,"((Crnoc59478:0.1245241724,(((Cratr320360:0.0794019196,Cstr9577:0.0667516875)96:0.0116573448,Ceery21146:0.0799708416)88:0.0059563003,Ccgol2213:0.0886987016)100:0.0201674935)100:0.0163967193,Cvar27099:0.3652855092,Cuund34614:0.1003415511);"
"Chr5_RagTag.24400001-24600000.min4.phy.treefile","Chr5",24400001,24600000,"((Crnoc59478:0.1214366260,(((Cratr320360:0.0721198288,Cstr9577:0.0665975553)100:0.0168634315,Ceery21146:0.0793041918)100:0.0080972695,Ccgol2213:0.1040370766)100:0.0151262239)99:0.0079549210,Cvar27099:0.4849262169,Cuund34614:0.0818644379);"
"Chr5_RagTag.24600001-24800000.min4.phy.treefile","Chr5",24600001,24800000,"((Crnoc59478:0.1177456919,((Cratr320360:0.0799172749,(Cstr9577:0.0649722059,Ceery21146:0.0685980829)86:0.0095689431)100:0.0086074650,Ccgol2213:0.0935535050)100:0.0159538645)95:0.0056088677,Cvar27099:0.4688915809,Cuund34614:0.0974498004);"
"Chr5_RagTag.24800001-25000000.min4.phy.treefile","Chr5",24800001,2.5e+07,"((Crnoc59478:0.1058580303,(Cratr320360:0.0795751312,((Cstr9577:0.0627031990,Ceery21146:0.0669432668)97:0.0045250705,Ccgol2213:0.0786689603)84:0.0036581465)100:0.0203936822)100:0.0343660078,Cvar27099:0.3747731449,Cuund34614:0.1296941332);"
"Chr5_RagTag.25000001-25200000.min4.phy.treefile","Chr5",25000001,25200000,"((Crnoc59478:0.1134589031,(((Cratr320360:0.0778646628,Cstr9577:0.0575458110)87:0.0048519007,Ccgol2213:0.0730622891)76:0.0030531321,Ceery21146:0.0666554261)100:0.0224537653)100:0.0398829593,Cvar27099:0.3916064557,Cuund34614:0.1247046357);"
"Chr5_RagTag.25200001-25400000.min4.phy.treefile","Chr5",25200001,25400000,"((Crnoc59478:0.1106590176,(((Cratr320360:0.0779944989,Cstr9577:0.0582182992)82:0.0053632389,Ceery21146:0.0687617438)99:0.0045178995,Ccgol2213:0.0816573120)100:0.0201137190)100:0.0415552054,Cvar27099:0.3384177638,Cuund34614:0.1320047849);"
"Chr5_RagTag.25400001-25600000.min4.phy.treefile","Chr5",25400001,25600000,"((Crnoc59478:0.1018187453,(Cratr320360:0.0765771446,((Cstr9577:0.0601564988,Ceery21146:0.0672836302)99:0.0048258489,Ccgol2213:0.0702659118)98:0.0029603683)100:0.0251886828)100:0.0473947098,Cvar27099:0.3137245224,Cuund34614:0.1450017127);"
"Chr5_RagTag.25600001-25800000.min4.phy.treefile","Chr5",25600001,25800000,"((Crnoc59478:0.1245409163,(((Cratr320360:0.0781429389,Cstr9577:0.0670950360)99:0.0116463268,Ceery21146:0.0720237589)100:0.0078525691,Ccgol2213:0.0865332290)100:0.0171002124)100:0.0201715950,Cvar27099:0.3627727577,Cuund34614:0.1137443833);"
"Chr5_RagTag.25800001-26000000.min4.phy.treefile","Chr5",25800001,2.6e+07,"((Crnoc59478:0.1234172211,(((Cratr320360:0.0855200097,Cstr9577:0.0666190082)74:0.0098205430,Ccgol2213:0.0886636824)39:0.0039696471,Ceery21146:0.0794212823)100:0.0193653896)100:0.0144874899,Cvar27099:0.3827552722,Cuund34614:0.1105243238);"
"Chr5_RagTag.26000001-26200000.min4.phy.treefile","Chr5",26000001,26200000,"((Crnoc59478:0.1316030815,((Cratr320360:0.0901060776,Cstr9577:0.0685126349)95:0.0096046387,(Ceery21146:0.0736063476,Ccgol2213:0.0907090835)80:0.0091169678)100:0.0153685473)100:0.0110579495,Cvar27099:0.3527377165,Cuund34614:0.1013310139);"
"Chr5_RagTag.26200001-26400000.min4.phy.treefile","Chr5",26200001,26400000,"((Crnoc59478:0.1152322802,((Cratr320360:0.0830813356,(Cstr9577:0.0602404569,Ceery21146:0.0709624221)100:0.0111699974)100:0.0105221654,Ccgol2213:0.0873319167)100:0.0187845560)100:0.0181955247,Cvar27099:0.3451483292,Cuund34614:0.1162239547);"
"Chr5_RagTag.26400001-26600000.min4.phy.treefile","Chr5",26400001,26600000,"((Crnoc59478:0.1204265278,((Cratr320360:0.0812459351,(Cstr9577:0.0655536382,Ceery21146:0.0715501659)78:0.0076716485)60:0.0058571166,Ccgol2213:0.0820826715)100:0.0187625170)100:0.0321673426,Cvar27099:0.3355948241,Cuund34614:0.1171060250);"
"Chr5_RagTag.26600001-26800000.min4.phy.treefile","Chr5",26600001,26800000,"((Crnoc59478:0.1110935387,(((Cratr320360:0.0842731048,Cstr9577:0.0675959628)81:0.0072422079,Ceery21146:0.0668084048)99:0.0071365461,Ccgol2213:0.0816617206)100:0.0201990190)100:0.0287324144,Cvar27099:0.3432019014,Cuund34614:0.1313828030);"
"Chr5_RagTag.26800001-27000000.min4.phy.treefile","Chr5",26800001,2.7e+07,"((Crnoc59478:0.1097214996,(((Cratr320360:0.0773320192,Cstr9577:0.0591449617)99:0.0046729622,Ceery21146:0.0697003678)100:0.0058447569,Ccgol2213:0.0765272840)100:0.0155794436)100:0.0397075923,Cvar27099:0.3389472465,Cuund34614:0.1343871847);"
"Chr5_RagTag.27000001-27200000.min4.phy.treefile","Chr5",27000001,27200000,"((Crnoc59478:0.1178536228,(((Cratr320360:0.0852254848,Cstr9577:0.0708232492)93:0.0066615167,Ceery21146:0.0794377539)99:0.0053037731,Ccgol2213:0.0821328974)100:0.0172458223)100:0.0286244292,Cvar27099:0.3158644020,Cuund34614:0.1188403868);"
