scaffold	start	end	mid	sites	sitesUsed	ABBA	BABA	D	fd	fdM	fdM_zscore	fdM_pvalue	fdM_abs	fdM_pvalue_adj	fdM_sig_005	fdM_sig_001	fdM_pvalue_bonferroni	busco_ids	busco_descriptions	gene_count	busco_ids.500kb	gene_count.500kb
31	100001	200000	152943	6199	1881	45.5	33	0.1592	0.0331	0.0185	-0.27633410660352564	0.7822914620801622	0.0185	0.9975364377295958	FALSE	FALSE	1	4306at8782	double-stranded RNA-specific adenosine deaminase	1	32112at8782,26490at8782,4306at8782,6773at8782,30562at8782,48714at8782	6
31	200001	300000	247925	5919	1968	97.875	40.125	0.4185	0.1225	0.073	1.6074984110427946	0.10794507768333572	0.073	0.9975364377295958	FALSE	FALSE	1			0	32112at8782,26490at8782,4306at8782,6773at8782,30562at8782,48714at8782,3205at8782,11277at8782	8
31	300001	400000	352316	7151	2509	97.375	63.125	0.2134	0.0615	0.0366	0.3493056836606652	0.7268598319330215	0.0366	0.9975364377295958	FALSE	FALSE	1	6773at8782	Integrator complex subunit 3	1	32112at8782,26490at8782,4306at8782,6773at8782,30562at8782,48714at8782,3205at8782,11277at8782	8
31	400001	500000	442242	5925	1760	109.5	41	0.4551	0.1861	0.1011	2.5787955439943837	0.009914544853345753	0.1011	0.5773717140845189	FALSE	FALSE	1	6773at8782,30562at8782	Integrator complex subunit 3,interleukin enhancer-binding factor 2	2	32112at8782,26490at8782,4306at8782,6773at8782,30562at8782,48714at8782,3205at8782,11277at8782	8
31	500001	600000	554059	4694	1286	40	24.75	0.2355	0.0452	0.0281	0.05549694237637669	0.9557425658282162	0.0281	0.9975364377295958	FALSE	FALSE	1			0	32112at8782,26490at8782,4306at8782,6773at8782,30562at8782,48714at8782,3205at8782,11277at8782,11724at8782	9
31	600001	700000	647080	8639	3157	160.5	75	0.3631	0.1029	0.0602	1.1650570124029251	0.24399591594615821	0.0602	0.9975364377295958	FALSE	FALSE	1	48714at8782	proline-rich protein 9-like	1	4306at8782,6773at8782,30562at8782,48714at8782,3205at8782,11277at8782,11724at8782,16417at8782,29663at8782	9
31	700001	800000	745387	8106	3019	147.375	81.875	0.2857	0.0995	0.0561	1.0233375019010917	0.30614829816196987	0.0561	0.9975364377295958	FALSE	FALSE	1	3205at8782,11277at8782	coatomer subunit alpha,Nicastrin	2	6773at8782,30562at8782,48714at8782,3205at8782,11277at8782,11724at8782,16417at8782,29663at8782,4277at8782,13499at8782	10
31	800001	900000	851786	6937	2394	113.625	55.375	0.3447	0.1123	0.0624	1.2411016277941525	0.21456820830879852	0.0624	0.9975364377295958	FALSE	FALSE	1			0	6773at8782,30562at8782,48714at8782,3205at8782,11277at8782,11724at8782,16417at8782,29663at8782,4277at8782,13499at8782,51746at8782,53223at8782	12
31	900001	1000000	953669	5322	1950	102.125	50.625	0.3372	0.1303	0.0699	1.5003446348097014	0.13352515306645607	0.0699	0.9975364377295958	FALSE	FALSE	1			0	6773at8782,30562at8782,48714at8782,3205at8782,11277at8782,11724at8782,16417at8782,29663at8782,4277at8782,13499at8782,51746at8782,53223at8782,28009at8782,9191at8782,23147at8782	15
31	1000001	1100000	1046701	6187	2020	136.75	51.75	0.4509	0.1808	0.0975	2.4543589006269206	0.014113604051943618	0.0975	0.694286407659414	FALSE	FALSE	1	11724at8782	Major facilitator,  sugar transporter-like	1	48714at8782,3205at8782,11277at8782,11724at8782,16417at8782,29663at8782,4277at8782,13499at8782,51746at8782,53223at8782,28009at8782,9191at8782,23147at8782,35865at8782,2063at8782,23356at8782,417at8782,34483at8782	18
31	1100001	1200000	1146486	8008	2871	147.5	78	0.3082	0.112	0.0617	1.2169056138060348	0.22364012947105127	0.0617	0.9975364377295958	FALSE	FALSE	1	16417at8782,29663at8782	Sec1-like protein,Pleckstrin homology domain	2	48714at8782,3205at8782,11277at8782,11724at8782,16417at8782,29663at8782,4277at8782,13499at8782,51746at8782,53223at8782,28009at8782,9191at8782,23147at8782,35865at8782,2063at8782,23356at8782,417at8782,34483at8782,3417at8782,16556at8782	20
31	1200001	1300000	1256061	6136	2204	102.5	64.75	0.2257	0.0766	0.0414	0.5152212081506163	0.6063984505875144	0.0414	0.9975364377295958	FALSE	FALSE	1	4277at8782,13499at8782	RNA polymerase II-binding domain,Pre-mRNA-splicing factor 3	2	3205at8782,11277at8782,11724at8782,16417at8782,29663at8782,4277at8782,13499at8782,51746at8782,53223at8782,28009at8782,9191at8782,23147at8782,35865at8782,2063at8782,23356at8782,417at8782,34483at8782,3417at8782,16556at8782,5908at8782,31564at8782	21
31	1300001	1400000	1346898	6917	2585	150.625	62.375	0.4143	0.1296	0.0767	1.7353916278371322	0.08267146198886222	0.0767	0.9975364377295958	FALSE	FALSE	1	51746at8782,53223at8782	S100/CaBP-9k-type, calcium binding, subdomain,chromatin target of PRMT1 protein	2	11724at8782,16417at8782,29663at8782,4277at8782,13499at8782,51746at8782,53223at8782,28009at8782,9191at8782,23147at8782,35865at8782,2063at8782,23356at8782,417at8782,34483at8782,3417at8782,16556at8782,5908at8782,31564at8782,5917at8782	20
31	1400001	1500000	1446764	6902	2539	117.875	77.125	0.209	0.0774	0.0422	0.5428737955656082	0.5872166992583798	0.0422	0.9975364377295958	FALSE	FALSE	1	28009at8782,9191at8782,23147at8782	HORMA domain,PAS domain,UPF0469 protein KIAA0907 homolog	3	11724at8782,16417at8782,29663at8782,4277at8782,13499at8782,51746at8782,53223at8782,28009at8782,9191at8782,23147at8782,35865at8782,2063at8782,23356at8782,417at8782,34483at8782,3417at8782,16556at8782,5908at8782,31564at8782,5917at8782	20
31	1500001	1600000	1550623	8690	2942	217.625	68.625	0.5205	0.2052	0.1156	3.0799986908911112	0.0020700150481334223	0.1156	0.22217377420022924	FALSE	FALSE	1	23147at8782,35865at8782,2063at8782,23356at8782,417at8782,34483at8782	UPF0469 protein KIAA0907 homolog,C2 domain,GON-4-like protein,Ribosomal protein S23/S29, mitochondrial,Bromo adjacent homology (BAH) domain,26S proteasome non-ATPase regulatory subunit 4	6	11724at8782,16417at8782,29663at8782,4277at8782,13499at8782,51746at8782,53223at8782,28009at8782,9191at8782,23147at8782,35865at8782,2063at8782,23356at8782,417at8782,34483at8782,3417at8782,16556at8782,5908at8782,31564at8782,5917at8782,5557at8782	21
31	1600001	1700000	1649954	5829	2069	130.625	42.875	0.5058	0.2123	0.116	3.093824984598607	0.001975940114209429	0.116	0.2170087718454425	FALSE	FALSE	1	3417at8782,16556at8782	Zinc finger C2H2-type,Chaperonin Cpn60/TCP-1 family	2	16417at8782,29663at8782,4277at8782,13499at8782,51746at8782,53223at8782,28009at8782,9191at8782,23147at8782,35865at8782,2063at8782,23356at8782,417at8782,34483at8782,3417at8782,16556at8782,5908at8782,31564at8782,5917at8782,5557at8782	20
31	1700001	1800000	1749458	7196	2821	113.25	57.5	0.3265	0.1099	0.0614	1.2065358935254131	0.22761092794306093	0.0614	0.9975364377295958	FALSE	FALSE	1	16556at8782,5908at8782,31564at8782	Chaperonin Cpn60/TCP-1 family,protein SMG5,Solute carrier family 25 member 44	3	4277at8782,13499at8782,51746at8782,53223at8782,28009at8782,9191at8782,23147at8782,35865at8782,2063at8782,23356at8782,417at8782,34483at8782,3417at8782,16556at8782,5908at8782,31564at8782,5917at8782,5557at8782	18
31	1800001	1900000	1852435	7072	2823	126.625	82.125	0.2132	0.0721	0.0416	0.5221343550043642	0.601576787964722	0.0416	0.9975364377295958	FALSE	FALSE	1	5917at8782	pogo transposable element with ZNF domain	1	51746at8782,53223at8782,28009at8782,9191at8782,23147at8782,35865at8782,2063at8782,23356at8782,417at8782,34483at8782,3417at8782,16556at8782,5908at8782,31564at8782,5917at8782,5557at8782	16
31	1900001	2000000	1944772	7956	2974	134	95.25	0.169	0.0566	0.029	0.08660610321824258	0.9309846144654288	0.029	0.9975364377295958	FALSE	FALSE	1			0	28009at8782,9191at8782,23147at8782,35865at8782,2063at8782,23356at8782,417at8782,34483at8782,3417at8782,16556at8782,5908at8782,31564at8782,5917at8782,5557at8782,31462at8782	15
31	2000001	2100000	2049218	5535	2036	60	64	-0.0323	-0.0088	-0.0043	-1.0644328479307936	0.28713265991674497	0.0043	0.9975364377295958	FALSE	FALSE	1	5557at8782	Cation-transporting P-type ATPase, C-terminal	1	23147at8782,35865at8782,2063at8782,23356at8782,417at8782,34483at8782,3417at8782,16556at8782,5908at8782,31564at8782,5917at8782,5557at8782,31462at8782	13
31	2100001	2200000	2149781	4754	1719	82.375	46.375	0.2796	0.0882	0.0479	0.7398984808974252	0.4593615962589779	0.0479	0.9975364377295958	FALSE	FALSE	1			0	3417at8782,16556at8782,5908at8782,31564at8782,5917at8782,5557at8782,31462at8782	7
31	2200001	2300000	2251981	6376	2044	115.5	57.25	0.3372	0.1089	0.0628	1.2549279215016482	0.2095049269156355	0.0628	0.9975364377295958	FALSE	FALSE	1			0	16556at8782,5908at8782,31564at8782,5917at8782,5557at8782,31462at8782	6
31	2300001	2400000	2345660	5950	1993	135.75	51.75	0.448	0.1376	0.0822	1.925503166315201	0.0541664402233315	0.0822	0.9975364377295958	FALSE	FALSE	1			0	5917at8782,5557at8782,31462at8782	3
31	2400001	2500000	2450429	8182	2888	174.75	72.75	0.4121	0.1711	0.0926	2.2849868027100952	0.02231360161009488	0.0926	0.8826965503062947	FALSE	FALSE	1	31462at8782	Ammonium transporter AmtB-like domain	1	5557at8782,31462at8782	2
31	2500001	2600000	2542534	6081	2085	143.25	48.75	0.4922	0.2016	0.1141	3.028150089488001	0.0024605584671373304	0.1141	0.24723377363949028	FALSE	FALSE	1			0	5557at8782,31462at8782	2
31	2600001	2700000	2616917	1496	516	31	14.75	0.3552	0.1868	0.1019	2.6064481314093757	0.009148667904597785	0.1019	0.5539049253777313	FALSE	FALSE	1			0	31462at8782	1
32	1	100000	48602	5275	1594	73.75	41	0.2854	0.1145	0.0631	1.2652976417822706	0.20576465161667	0.0631	0.9975364377295958	FALSE	FALSE	1			0	14087at8782	1
32	100001	200000	158511	5642	1880	116.5	46.25	0.4316	0.1637	0.0951	2.371401138381945	0.017720786706974856	0.0951	0.7821160301279323	FALSE	FALSE	1			0	14087at8782	1
32	200001	300000	250728	4818	1568	65.25	50	0.1323	0.0398	0.0223	-0.1449843163823143	0.8847232546592432	0.0223	0.9975364377295958	FALSE	FALSE	1			0	14087at8782	1
32	300001	400000	347956	4939	1745	56.5	59	-0.0216	-0.0058	-0.0035	-1.0367802605158019	0.2998382770300665	0.0035	0.9975364377295958	FALSE	FALSE	1	14087at8782	Leucine-rich repeat	1	14087at8782	1
32	400001	500000	454735	3106	979	37.5	30.25	0.107	0.0495	0.0284	0.0658666626569987	0.9474839822698098	0.0284	0.9975364377295958	FALSE	FALSE	1			0	14087at8782	1
32	500001	600000	538507	3470	1394	62.75	24	0.4467	0.1667	0.0699	1.5003446348097014	0.13352515306645607	0.0699	0.9975364377295958	FALSE	FALSE	1			0	14087at8782	1
33	1	100000	49562	7236	2638	159.375	80.125	0.3309	0.132	0.0709	1.5349103690784411	0.12480584614844692	0.0709	0.9975364377295958	FALSE	FALSE	1			0		0
33	100001	200000	150834	7418	2618	164	64	0.4386	0.1837	0.1022	2.6168178516899974	0.00887536885597684	0.1022	0.5478945022529493	FALSE	FALSE	1			0		0
33	200001	300000	260882	3389	1335	93	29.75	0.5153	0.2298	0.1328	3.6745293203134364	2.3828828067640195e-4	0.1328	0.04018987162479672	TRUE	FALSE	1			0		0
33	300001	400000	347565	6319	2595	181.5	71.25	0.4362	0.239	0.1309	3.6088544252028303	3.0755212337019167e-4	0.1309	0.049234403478499326	TRUE	FALSE	1			0		0
33	400001	500000	441783	4431	1728	111.5	48.75	0.3916	0.2151	0.1107	2.9106265929742863	0.0036070481191632364	0.1107	0.3154497174583034	FALSE	FALSE	1			0		0
33	500001	600000	554679	6012	2212	105.625	67.375	0.2211	0.0919	0.05	0.8124865228617789	0.4165125167456585	0.05	0.9975364377295958	FALSE	FALSE	1			0		0
33	600001	700000	664277	6464	2337	124.25	74.75	0.2487	0.1065	0.0586	1.1097518375729412	0.2671059784549401	0.0586	0.9975364377295958	FALSE	FALSE	1			0		0
33	700001	800000	743423	6585	2086	129	57.75	0.3815	0.1552	0.0848	2.0153740754139244	0.0438654686728257	0.0848	0.9975364377295958	FALSE	FALSE	1			0		0
33	800001	900000	848873	4256	1359	62.75	34.75	0.2872	0.1105	0.0602	1.1650570124029251	0.24399591594615821	0.0602	0.9975364377295958	FALSE	FALSE	1			0		0
33	900001	1000000	959164	5568	1869	96.5	46	0.3544	0.1373	0.0603	1.1685135858297993	0.24259966238843544	0.0603	0.9975364377295958	FALSE	FALSE	1			0		0
33	1000001	1100000	1015606	2590	1003	57.5	25.25	0.3897	0.1779	0.0703	1.5141709285171971	0.1299824929585447	0.0703	0.9975364377295958	FALSE	FALSE	1			0		0
34	1	100000	42853	3520	1156	55.5	31.25	0.2795	0.1059	0.0594	1.1374044249879334	0.25536925832078117	0.0594	0.9975364377295958	FALSE	FALSE	1			0	18919at8782	1
34	100001	200000	149562	4796	1603	81.75	48.75	0.2529	0.0968	0.0561	1.0233375019010917	0.30614829816196987	0.0561	0.9975364377295958	FALSE	FALSE	1			0	18919at8782	1
34	200001	300000	247007	6252	2216	128.75	51.75	0.4266	0.156	0.0865	2.0741358236707823	0.038066698373558694	0.0865	0.9975364377295958	FALSE	FALSE	1	18919at8782	FAD-dependent oxidoreductase 2, FAD binding domain	1	18919at8782	1
34	300001	400000	346132	2302	723	31.25	18.5	0.2563	0.0938	0.0519	0.8781614179723846	0.3798561264365752	0.0519	0.9975364377295958	FALSE	FALSE	1			0	18919at8782	1
35	1	100000	47469	4444	1402	77.875	40.375	0.3171	0.1258	0.0733	1.617868131323417	0.10569101956283022	0.0733	0.9975364377295958	FALSE	FALSE	1			0		0
35	100001	200000	146503	3463	1054	58.125	31.875	0.2917	0.1469	0.0811	1.8874808586195875	0.05909567851790243	0.0811	0.9975364377295958	FALSE	FALSE	1			0		0
36	1	100000	55883	6282	2158	105.75	57	0.2995	0.1251	0.066	1.365538271161616	0.1720839329483852	0.066	0.9975364377295958	FALSE	FALSE	1			0		0
36	100001	200000	127459	2244	603	27.25	16	0.2601	0.1011	0.0548	0.9784020473517301	0.3278755160119875	0.0548	0.9975364377295958	FALSE	FALSE	1			0		0
37	1	100000	39910	1634	488	27.5	10.75	0.4379	0.2024	0.1065	2.7654505090455785	0.005684422999577388	0.1065	0.42660748571712337	FALSE	FALSE	1			0		0
38	1	100000	50078	3856	1169	61	41.25	0.1932	0.0817	0.0465	0.6915064529211895	0.489247326923838	0.0465	0.9975364377295958	FALSE	FALSE	1			0		0
38	100001	200000	147357	3771	1050	50.375	41.125	0.1011	0.0486	0.0263	-0.006721379307354978	0.994637155602875	0.0263	0.9988674040052263	FALSE	FALSE	1			0		0
39	1	100000	54688	4986	1367	51.375	44.875	0.0675	0.0256	0.0144	-0.41805361710535893	0.6759079161733001	0.0144	0.9975364377295958	FALSE	FALSE	1			0		0
4	1	100000	56424	6470	2162	36.625	22.625	0.2363	0.0335	0.0179	-0.2970735471647695	0.7664103595044085	0.0179	0.9975364377295958	FALSE	FALSE	1	20867at8782,28568at8782	meiosis 1 arrest protein,Ubiquitin system component CUE	2	20867at8782,28568at8782	2
4	100001	200000	144939	6987	2022	66.125	38.875	0.2595	0.0728	0.0371	0.36658855079503516	0.7139259496882129	0.0371	0.9975364377295958	FALSE	FALSE	1			0	20867at8782,28568at8782	2
4	200001	300000	257870	7062	2365	133	60.75	0.3729	0.1436	0.0724	1.586758970481551	0.11256724467564672	0.0724	0.9975364377295958	FALSE	FALSE	1			0	20867at8782,28568at8782	2
4	300001	400000	347278	5083	1745	79.875	39.625	0.3368	0.1162	0.0614	1.2065358935254131	0.22761092794306093	0.0614	0.9975364377295958	FALSE	FALSE	1			0	20867at8782,28568at8782	2
4	400001	500000	446742	6926	2505	123.625	79.375	0.218	0.0836	0.0455	0.6569407186524496	0.5112190349095882	0.0455	0.9975364377295958	FALSE	FALSE	1			0	20867at8782,28568at8782	2
4	500001	600000	553651	9078	3415	192.75	104.5	0.2969	0.1157	0.0623	1.2376450543672788	0.21584770083348492	0.0623	0.9975364377295958	FALSE	FALSE	1			0	20867at8782,28568at8782	2
4	600001	700000	647154	8373	3063	140.25	88.5	0.2262	0.0613	0.0394	0.44608973961313664	0.655532424064178	0.0394	0.9975364377295958	FALSE	FALSE	1			0		0
4	700001	800000	749188	8165	3159	114	124.25	-0.043	-0.0118	-0.0072	-1.1646734773101393	0.24415118885228781	0.0072	0.9975364377295958	FALSE	FALSE	1			0		0
4	800001	900000	851262	8768	3118	107.5	79.75	0.1482	0.0333	0.0214	-0.17609347722418017	0.860220505274917	0.0214	0.9975364377295958	FALSE	FALSE	1			0	43247at8782	1
4	900001	1000000	949219	8089	3153	161.25	103.75	0.217	0.0669	0.0429	0.5670698095537261	0.5706667534990824	0.0429	0.9975364377295958	FALSE	FALSE	1			0	43247at8782	1
4	1000001	1100000	1052411	8242	3023	95.75	92.25	0.0186	0.0043	0.0026	-0.8259292814764888	0.40884420909673924	0.0026	0.9975364377295958	FALSE	FALSE	1			0	43247at8782,50256at8782,26862at8782,44663at8782,19101at8782,9743at8782	6
4	1100001	1200000	1152742	9845	3711	168.875	112.125	0.202	0.068	0.0373	0.37350169764878305	0.7087750820619583	0.0373	0.9975364377295958	FALSE	FALSE	1			0	43247at8782,50256at8782,26862at8782,44663at8782,19101at8782,9743at8782	6
4	1200001	1300000	1249479	10671	3905	234.625	114.875	0.3426	0.1268	0.0689	1.4657789005409616	0.14270853100161895	0.0689	0.9975364377295958	FALSE	FALSE	1			0	43247at8782,50256at8782,26862at8782,44663at8782,19101at8782,9743at8782	6
4	1300001	1400000	1347674	8705	3308	217.25	78	0.4716	0.1811	0.101	2.57533897056751	0.010014189135901574	0.101	0.5773717140845189	FALSE	FALSE	1	43247at8782	sepiapterin reductase	1	43247at8782,50256at8782,26862at8782,44663at8782,19101at8782,9743at8782	6
4	1400001	1500000	1447365	8784	3290	186.125	87.875	0.3586	0.1323	0.0729	1.604041837615921	0.10870483086940985	0.0729	0.9975364377295958	FALSE	FALSE	1			0	43247at8782,50256at8782,26862at8782,44663at8782,19101at8782,9743at8782	6
4	1500001	1600000	1549904	7872	2942	137.625	88.375	0.2179	0.0721	0.0419	0.5325040752849862	0.5943769200303732	0.0419	0.9975364377295958	FALSE	FALSE	1	50256at8782,26862at8782,44663at8782,19101at8782,9743at8782	Homeobox domain,SET domain,protease-associated domain-containing protein 1,Chaperonin Cpn60/TCP-1 family,F-box domain	5	43247at8782,50256at8782,26862at8782,44663at8782,19101at8782,9743at8782,3894at8782	7
4	1600001	1700000	1650264	8584	3387	154.5	121.5	0.1196	0.0433	0.0241	-0.08276599469858262	0.9340376086240039	0.0241	0.9975364377295958	FALSE	FALSE	1			0	43247at8782,50256at8782,26862at8782,44663at8782,19101at8782,9743at8782,3894at8782	7
4	1700001	1800000	1750144	8110	3041	175.625	115.625	0.206	0.0801	0.0461	0.6776801592136936	0.49797450905859253	0.0461	0.9975364377295958	FALSE	FALSE	1			0	43247at8782,50256at8782,26862at8782,44663at8782,19101at8782,9743at8782,3894at8782,7153at8782	8
4	1800001	1900000	1847938	7999	3098	144.375	107.875	0.1447	0.0489	0.0281	0.05549694237637669	0.9557425658282162	0.0281	0.9975364377295958	FALSE	FALSE	1			0	43247at8782,50256at8782,26862at8782,44663at8782,19101at8782,9743at8782,3894at8782,7153at8782	8
4	1900001	2000000	1950459	8990	3452	188.375	99.625	0.3082	0.1122	0.0635	1.2791239354897663	0.20085341606987406	0.0635	0.9975364377295958	FALSE	FALSE	1			0	50256at8782,26862at8782,44663at8782,19101at8782,9743at8782,3894at8782,7153at8782	7
4	2000001	2100000	2048380	7761	2988	199	91.75	0.3689	0.1435	0.0832	1.960068900583941	0.04998773760981634	0.0832	0.9975364377295958	FALSE	FALSE	1	3894at8782	uncharacterized protein C20orf194 homolog	1	50256at8782,26862at8782,44663at8782,19101at8782,9743at8782,3894at8782,7153at8782,15693at8782,10182at8782,14829at8782	10
4	2100001	2200000	2151777	8016	2856	129.25	92.25	0.167	0.0522	0.0301	0.12462841091385628	0.9008177350938977	0.0301	0.9975364377295958	FALSE	FALSE	1	3894at8782	uncharacterized protein C20orf194 homolog	1	3894at8782,7153at8782,15693at8782,10182at8782,14829at8782,25435at8782	6
4	2200001	2300000	2251307	8052	3101	154.375	77.875	0.3294	0.1025	0.0584	1.1028386907191936	0.2700972226730858	0.0584	0.9975364377295958	FALSE	FALSE	1	7153at8782	Bicarbonate transporter, C-terminal	1	3894at8782,7153at8782,15693at8782,10182at8782,14829at8782,25435at8782,16637at8782	7
4	2300001	2400000	2349299	8527	3210	165.75	104.25	0.2278	0.0756	0.0437	0.5947223969687181	0.552029048166597	0.0437	0.9975364377295958	FALSE	FALSE	1	7153at8782	Bicarbonate transporter, C-terminal	1	3894at8782,7153at8782,15693at8782,10182at8782,14829at8782,25435at8782,16637at8782	7
4	2400001	2500000	2450030	8402	3234	157	107.25	0.1883	0.0634	0.0373	0.37350169764878305	0.7087750820619583	0.0373	0.9975364377295958	FALSE	FALSE	1			0	3894at8782,7153at8782,15693at8782,10182at8782,14829at8782,25435at8782,16637at8782	7
4	2500001	2600000	2551307	8632	3245	204.75	101.25	0.3382	0.1279	0.0743	1.6524338655921567	0.0984461366066458	0.0743	0.9975364377295958	FALSE	FALSE	1	15693at8782,10182at8782,14829at8782	Leucine zipper putative tumor suppressor 3,FAST kinase leucine-rich,U box domain	3	3894at8782,7153at8782,15693at8782,10182at8782,14829at8782,25435at8782,16637at8782	7
4	2600001	2700000	2647046	9437	3473	178.125	92.625	0.3158	0.1024	0.0594	1.1374044249879334	0.25536925832078117	0.0594	0.9975364377295958	FALSE	FALSE	1	25435at8782	mitochondrial antiviral-signaling protein	1	3894at8782,7153at8782,15693at8782,10182at8782,14829at8782,25435at8782,16637at8782	7
4	2700001	2800000	2750405	7153	2653	141.75	77.5	0.293	0.1117	0.0633	1.2722107886360183	0.2032982354012689	0.0633	0.9975364377295958	FALSE	FALSE	1	16637at8782	Amine oxidase	1	7153at8782,15693at8782,10182at8782,14829at8782,25435at8782,16637at8782	6
4	2800001	2900000	2852091	8498	3221	190.75	100.25	0.311	0.1253	0.067	1.400104005430356	0.16148217579595903	0.067	0.9975364377295958	FALSE	FALSE	1			0	7153at8782,15693at8782,10182at8782,14829at8782,25435at8782,16637at8782	6
4	2900001	3000000	2950206	9598	3725	205.875	108.875	0.3082	0.1162	0.0655	1.348255404027246	0.17757625031795654	0.0655	0.9975364377295958	FALSE	FALSE	1			0	15693at8782,10182at8782,14829at8782,25435at8782,16637at8782,18362at8782	6
4	3000001	3100000	3052008	8982	3335	223.875	105.375	0.3599	0.1382	0.081	1.8840242851927134	0.059561690607391915	0.081	0.9975364377295958	FALSE	FALSE	1			0	15693at8782,10182at8782,14829at8782,25435at8782,16637at8782,18362at8782	6
4	3100001	3200000	3150717	9511	3572	176.375	108.125	0.2399	0.0826	0.0465	0.6915064529211895	0.489247326923838	0.0465	0.9975364377295958	FALSE	FALSE	1			0	25435at8782,16637at8782,18362at8782	3
4	3200001	3300000	3251118	8425	3086	148.25	80.75	0.2948	0.0962	0.0548	0.9784020473517301	0.3278755160119875	0.0548	0.9975364377295958	FALSE	FALSE	1			0	16637at8782,18362at8782	2
4	3300001	3400000	3349432	9221	3436	208.75	110.75	0.3067	0.1294	0.0702	1.5107143550903233	0.13086124340766614	0.0702	0.9975364377295958	FALSE	FALSE	1			0	18362at8782	1
4	3400001	3500000	3449087	8202	3104	179.5	99.75	0.2856	0.124	0.0674	1.4139302991378517	0.15738236863867416	0.0674	0.9975364377295958	FALSE	FALSE	1	18362at8782	Leucine-rich repeat transmembrane neuronal protein 1	1	18362at8782	1
4	3500001	3600000	3549429	8092	3000	160.625	72.125	0.3802	0.1386	0.0773	1.7561310683983757	0.07906603131030043	0.0773	0.9975364377295958	FALSE	FALSE	1			0	18362at8782	1
4	3600001	3700000	3651313	8762	3263	120.875	102.875	0.0804	0.0253	0.0148	-0.40422732339786294	0.6860455630299493	0.0148	0.9975364377295958	FALSE	FALSE	1			0	18362at8782	1
4	3700001	3800000	3751813	8360	3074	117.125	68.875	0.2594	0.0702	0.0424	0.5497869424193562	0.5824655157141039	0.0424	0.9975364377295958	FALSE	FALSE	1			0	18362at8782	1
4	3800001	3900000	3849740	7913	2656	191.875	53.125	0.5663	0.2259	0.1329	3.67798589374031	2.3508295750351849e-4	0.1329	0.04018987162479672	TRUE	FALSE	1			0	18362at8782	1
4	3900001	4000000	3949212	8296	3088	108.25	96.75	0.0561	0.0163	0.0095	-0.5874257150221841	0.5569178275188671	0.0095	0.9975364377295958	FALSE	FALSE	1			0	18362at8782	1
4	4000001	4100000	4049260	7818	2761	109.125	55.625	0.3247	0.093	0.0566	1.0406203690354616	0.2980517739002544	0.0566	0.9975364377295958	FALSE	FALSE	1			0		0
4	4100001	4200000	4152095	5909	2159	72.5	42.75	0.2581	0.066	0.0418	0.5290475018581122	0.5967724981318319	0.0418	0.9975364377295958	FALSE	FALSE	1			0		0
4	4200001	4300000	4248873	7752	2899	106.5	95.25	0.0558	0.0174	0.01	-0.5701428478878142	0.5685808156535799	0.01	0.9975364377295958	FALSE	FALSE	1			0		0
4	4300001	4400000	4350353	7781	2765	132.875	72.875	0.2916	0.0998	0.0566	1.0406203690354616	0.2980517739002544	0.0566	0.9975364377295958	FALSE	FALSE	1			0	36042at8782,36611at8782,6195at8782	3
4	4400001	4500000	4449676	7894	2849	129.25	70.75	0.2925	0.1006	0.0555	1.002598061339848	0.3160548315752736	0.0555	0.9975364377295958	FALSE	FALSE	1			0	36042at8782,36611at8782,6195at8782	3
4	4500001	4600000	4545437	7707	2956	112.375	81.875	0.157	0.0447	0.0283	0.062410089230124616	0.9502362605803629	0.0283	0.9975364377295958	FALSE	FALSE	1			0	36042at8782,36611at8782,6195at8782,22618at8782,50412at8782,17821at8782	6
4	4600001	4700000	4653377	8032	3068	96.75	115	-0.0862	-0.0251	-0.0146	-1.4204599108988138	0.15547383170953655	0.0146	0.9975364377295958	FALSE	FALSE	1			0	36042at8782,36611at8782,6195at8782,22618at8782,50412at8782,17821at8782,48192at8782,27722at8782,2778at8782	9
4	4700001	4800000	4750580	8247	3145	130.125	78.125	0.2497	0.0738	0.0423	0.5463303689924821	0.5848388644185265	0.0423	0.9975364377295958	FALSE	FALSE	1			0	36042at8782,36611at8782,6195at8782,22618at8782,50412at8782,17821at8782,48192at8782,27722at8782,2778at8782,40373at8782,15385at8782	11
4	4800001	4900000	4849715	7231	2721	128.125	67.875	0.3074	0.0923	0.0542	0.9576626067904861	0.33823291823867696	0.0542	0.9975364377295958	FALSE	FALSE	1	36042at8782,36611at8782,6195at8782	succinyl-CoA ligase,Ribose 5-phosphate isomerase, type A,eukaryotic translation initiation factor 2-alpha kinase 3	3	36042at8782,36611at8782,6195at8782,22618at8782,50412at8782,17821at8782,48192at8782,27722at8782,2778at8782,40373at8782,15385at8782,14850at8782,1931at8782,25497at8782	14
4	4900001	5000000	4949014	6920	2558	110.25	71	0.2166	0.0702	0.0402	0.4737423270281286	0.6356836658243668	0.0402	0.9975364377295958	FALSE	FALSE	1			0	36042at8782,36611at8782,6195at8782,22618at8782,50412at8782,17821at8782,48192at8782,27722at8782,2778at8782,40373at8782,15385at8782,14850at8782,1931at8782,25497at8782,20125at8782	15
